1	2-7	0	0.375524404541	-0.235153235553
2	3-4	0	0.0173158633386	0.0203785835491
3	3-5	0	0.0543609926769	0.0408611324348
4	3-7	0	0.393599527562	-0.250710777168
5	3-8	0	0.357321389847	-0.280049232085
6	4-5	0	0.0370451293383	0.0204825502537
7	4-7	0	0.376283699791	-0.271089373029
8	4-8	0	0.340005540189	-0.300427806058
9	5-7	0	0.339238562245	-0.291571915074
10	5-8	0	0.302960402642	-0.320910369992
11	7-8	0	-0.0362781541308	-0.0293384467092
12	2-3	0	-0.0180899165831	0.0155439792534
13	2-4	0	-0.000807061910521	0.0359355191395
14	2-5	0	0.0362041699031	0.0564458261326
15	2-7	0	0.376457709513	-0.234870420507
16	2-8	0	0.340238428671	-0.264236016564
17	3-4	0	0.0172828548435	0.0203915398861
18	3-5	0	0.0542940864862	0.0409018441432
19	3-7	0	0.394547628832	-0.250414413441
20	4-5	0	0.0370112302746	0.0205103042571
21	4-7	0	0.377264764412	-0.270805945119
22	5-7	0	0.340253531402	-0.291316241168
23	5-8	0	0.304034272448	-0.320681837224
24	7-8	0	-0.0362192671617	-0.0293655960562
25	2-3	0	-0.0181045829213	0.0155304018439
26	2-4	0	-0.000854820704868	0.0359348734431
27	2-5	0	0.03612233335	0.0564729070795
28	2-7	0	0.377389219667	-0.234586926933
29	2-8	0	0.341229014579	-0.263979620353
30	3-4	0	0.0172497629004	0.0204044729672
31	3-5	0	0.0542269176393	0.0409425038676
32	3-7	0	0.395493803957	-0.250117327409
33	3-8	0	0.35933357698	-0.279510020828
34	4-5	0	0.0369771533708	0.0205380322684
35	4-7	0	0.378244034216	-0.270521794905
36	4-8	0	0.342083829128	-0.299914488324
37	5-7	0	0.341266880845	-0.291059823069
38	5-8	0	0.305106675757	-0.320452538376
39	7-8	0	-0.0361602078244	-0.0293927016271
40	2-3	0	-0.0181191630755	0.0155168148584
41	2-4	0	-0.000902575566212	0.0359341949146
42	2-5	0	0.0360403244287	0.0564999278344
43	2-7	0	0.378318935005	-0.234302711055
44	2-8	0	0.342217936997	-0.263722479949
45	3-4	0	0.0172165875093	0.0204173800562
46	3-5	0	0.0541594861362	0.040983114344
47	3-7	0	0.396438096712	-0.249819519073
48	3-8	0	0.360337098705	-0.279239287967
49	4-5	0	0.0369429013629	0.0205657356558
50	4-7	0	0.379221509203	-0.270236900498
51	4-8	0	0.343120511196	-0.299656669392
52	5-7	0	0.342278588688	-0.290802638889
53	5-8	0	0.306177612569	-0.320222407783
54	7-8	0	-0.0361009733831	-0.029419763422
55	2-3	0	-0.0181336570456	0.0155032155609
56	2-4	0	-0.000950326238054	0.0359334780821
57	2-5	0	0.0359581431393	0.0565268883972
58	2-7	0	0.379246811748	-0.234017816648
59	2-8	0	0.343205239703	-0.263464595353
60	3-4	0	0.017183330038	0.0204302611532
61	3-5	0	0.0540917974489	0.0410236728363
62	3-7	0	0.397380463322	-0.249521032209
63	3-8	0	0.361338913164	-0.278967810914
64	4-5	0	0.0369084687789	0.0205934116831
65	4-7	0	0.380197145596	-0.269951283786
66	4-8	0	0.34415557355	-0.299398062491
67	5-7	0	0.343288676817	-0.290544710517
68	5-8	0	0.307247104771	-0.319991489222
69	7-8	0	-0.0360415665736	-0.0294467787048
70	2-3	0	-0.0181480634637	0.0154896053194
71	2-4	0	-0.000998072463892	0.0359327256816
72	2-5	0	0.0358757894818	0.056553788768
73	2-7	0	0.380172893675	-0.233732221825
74	2-8	0	0.344190900807	-0.263205966564
75	3-4	0	0.0171499904868	0.0204431189942
76	3-5	0	0.0540238515775	0.0410641820806
77	3-7	0	0.398320947563	-0.24922182304
78	3-8	0	0.362338976583	-0.278695589668
79	4-5	0	0.0368738638267	0.0206210617184
80	4-7	0	0.381170987172	-0.26966494477
81	4-8	0	0.345188972416	-0.29913868951
82	5-7	0	0.344297101457	-0.290286016065
83	5-8	0	0.308315108589	-0.319759760804
84	7-8	0	-0.035981990132	-0.0294737529477
85	1-2	0	0.35759166306	-3.60118612536
86	2-4	0	-0.00109355089356	0.0359311114405
87	2-5	0	0.0357105677985	0.0566073979894
88	4-5	0	0.036804117666	0.020676285181
89	2-7	0	0.382023437815	-0.233157770864
90	4-7	0	0.383117181939	-0.269088874096
91	5-7	0	0.346313206545	-0.289765278293
92	2-8	0	0.346189998907	-0.262677830644
93	4-8	0	0.347285143864	-0.298608933876
94	5-8	0	0.310482197206	-0.319286126042
95	7-8	0	-0.035860314655	-0.0295284565699
96	2-3	0	-0.0181775616683	0.0154614450198
97	3-4	0	0.0170808284625	0.0204696103327
98	3-5	0	0.0538826082149	0.0411477341069
99	3-7	0	0.400258606004	-0.248601254031
100	3-8	0	0.364400280422	-0.278130594329
101	1-2	0	0.358093927347	-3.59956781307
102	2-3	0	-0.0181907628775	0.0154487130349
103	2-4	0	-0.00114128258439	0.0359302523359
104	2-5	0	0.0356276997726	0.0566341068401
105	2-7	0	0.382940195447	-0.23287130052
